INSERT INTO `drop`
    (id, probability, isConditional, item) 
VALUES
(113, 4.6, 0, 7423),
(115, 1.4, 0, 16834),
(114, 4.6, 0, 643),
(116, 40, 0, 435),
(117, 40, 0, 434),
(119, 40, 0, 437),
(118, 40, 0, 463),
(120, 40, 1, 17128),
(121, 4, 0, 464),
(122, 1, 0, 16835),
(123, 1, 1, 10664),
(124, 40, 0, 435),
(125, 40, 0, 434),
(126, 40, 0, 463),
(127, 40, 0, 437),
(128, 40, 1, 17128),
(130, 1.1, 0, 16835),
(129, 4, 0, 464),
(131, 1, 1, 10664),
(132, 40, 0, 435),
(133, 40, 0, 434),
(134, 40, 0, 463),
(135, 40, 0, 437),
(136, 40, 1, 17128),
(137, 4, 0, 464),
(138, 1.2, 0, 16835),
(139, 1, 1, 10664),
(140, 40, 0, 435),
(141, 40, 0, 434),
(142, 40, 0, 463),
(144, 40, 1, 17128),
(143, 40, 0, 437),
(145, 4, 0, 464),
(146, 1.3, 0, 16835),
(147, 1, 1, 10664),
(148, 40, 0, 435),
(149, 40, 0, 434),
(150, 40, 0, 463),
(151, 40, 0, 437),
(152, 40, 1, 17128),
(154, 1.4, 0, 16835),
(153, 4, 0, 464),
(155, 1, 1, 10664),
(156, 100, 1, 19626),
(157, 46, 1, 17124),
(159, 4.6, 0, 2661),
(158, 46, 0, 2659),
(160, 1, 0, 16832),
(161, 0.4, 0, 6795),
(162, 0.4, 0, 6797),
(163, 100, 1, 19626),
(164, 46, 1, 17124),
(165, 46, 0, 2659),
(166, 4.6, 0, 2661),
(167, 1.1, 0, 16832),
(168, 0.4, 0, 6795),
(169, 0.4, 0, 6797),
(170, 100, 1, 19626),
(171, 46, 1, 17124),
(172, 46, 0, 2659),
(173, 4.6, 0, 2661),
(174, 1.2, 0, 16832),
(175, 0.4, 0, 6795),
(176, 0.4, 0, 6797),
(177, 100, 1, 19626),
(178, 46, 1, 17124),
(179, 46, 0, 2659),
(180, 4.6, 0, 2661),
(181, 1.3, 0, 16832),
(182, 0.4, 0, 6795),
(183, 0.4, 0, 6797),
(184, 100, 1, 19626),
(185, 46, 1, 17124),
(186, 46, 0, 2659),
(187, 4.6, 0, 2661),
(188, 1.4, 0, 16832),
(189, 0.4, 0, 6795),
(190, 0.4, 0, 6797),
(191, 46, 1, 17124),
(193, 10, 1, 13336),
(192, 46, 0, 365),
(194, 4.6, 0, 1673),
(195, 1, 0, 16834),
(196, 0.9, 0, 6912),
(197, 0.9, 0, 6911),
(198, 0.4, 0, 6914),
(199, 0.4, 0, 6913),
(200, 46, 1, 17124),
(201, 46, 0, 365),
(202, 10, 1, 13336),
(204, 1.1, 0, 16834),
(203, 4.6, 0, 1673),
(205, 0.9, 0, 6912),
(206, 0.9, 0, 6911),
(207, 0.4, 0, 6914),
(208, 0.4, 0, 6913),
(210, 46, 0, 365),
(209, 46, 1, 17124),
(212, 4.6, 0, 1673),
(211, 10, 1, 13336),
(213, 1.2, 0, 16834),
(214, 0.9, 0, 6912),
(215, 0.9, 0, 6911),
(216, 0.4, 0, 6914),
(217, 0.4, 0, 6913),
(218, 46, 1, 17124),
(220, 10, 1, 13336),
(219, 46, 0, 365),
(221, 4.6, 0, 1673),
(222, 1.3, 0, 16834),
(223, 0.9, 0, 6912),
(224, 0.9, 0, 6911),
(225, 0.4, 0, 6914),
(226, 0.4, 0, 6913),
(227, 46, 1, 17124),
(228, 46, 0, 365),
(229, 10, 1, 13336),
(230, 4.6, 0, 1673),
(231, 1.4, 0, 16834),
(232, 0.9, 0, 6912),
(233, 0.9, 0, 6911),
(234, 0.4, 0, 6914),
(235, 0.4, 0, 6913),
(236, 100, 0, 8145),
(237, 80, 0, 391),
(238, 80, 0, 409),
(239, 40, 0, 2330),
(240, 40, 1, 17130),
(241, 10, 1, 2330),
(242, 10, 1, 13336),
(243, 4, 0, 410),
(244, 1, 0, 16828),
(245, 0.4, 0, 939),
(246, 100, 0, 8145),
(247, 80, 0, 391),
(248, 80, 0, 409),
(249, 40, 0, 2330),
(250, 40, 1, 17130),
(251, 11, 1, 2330),
(252, 10, 1, 13336),
(253, 4, 0, 410),
(254, 1.1, 0, 16828),
(255, 0.4, 0, 939),
(256, 100, 0, 8145),
(257, 80, 0, 391),
(258, 80, 0, 409),
(259, 40, 0, 2330),
(260, 40, 1, 17130),
(261, 12, 1, 2330),
(262, 10, 1, 13336),
(263, 4, 0, 410),
(264, 1.2, 0, 16828),
(265, 0.4, 0, 939),
(266, 100, 0, 8145),
(267, 80, 0, 391),
(268, 80, 0, 409),
(269, 40, 0, 2330),
(270, 40, 1, 17130),
(271, 13, 1, 2330),
(272, 10, 1, 13336),
(273, 4, 0, 410),
(274, 1.3, 0, 16828),
(275, 0.4, 0, 939),
(276, 100, 0, 8145),
(277, 80, 0, 391),
(278, 80, 0, 409),
(279, 40, 0, 2330),
(280, 40, 1, 17130),
(281, 15, 1, 2330),
(282, 10, 1, 13336),
(283, 4, 0, 410),
(284, 1.4, 0, 16828),
(285, 0.4, 0, 939),
(286, 100, 1, 1870),
(287, 100, 0, 310),
(288, 42, 1, 17128),
(289, 21, 0, 2336),
(290, 10, 1, 13336),
(291, 4.2, 0, 2323),
(292, 1, 0, 16833),
(293, 100, 1, 1870),
(294, 100, 0, 310),
(295, 42, 1, 17128),
(296, 21, 0, 2336),
(297, 10, 1, 13336),
(298, 4.2, 0, 2323),
(299, 1.1, 0, 16833),
(300, 100, 1, 1870),
(301, 100, 0, 310),
(302, 42, 1, 17128),
(303, 21, 0, 2336),
(304, 10, 1, 13336),
(305, 4.2, 0, 2323),
(306, 1.2, 0, 16833),
(307, 100, 1, 1870),
(308, 100, 0, 310),
(309, 42, 1, 17128),
(310, 21, 0, 2336),
(311, 10, 1, 13336),
(312, 4.2, 0, 2323),
(313, 1.3, 0, 16833),
(314, 100, 1, 1870),
(315, 100, 0, 310),
(316, 42, 1, 17128),
(318, 10, 1, 13336),
(317, 21, 0, 2336),
(319, 4.2, 0, 2323),
(320, 1.4, 0, 16833),
(321, 100, 1, 18477),
(322, 100, 1, 13294),
(323, 37, 0, 757),
(324, 37, 0, 311),
(325, 37, 1, 17132),
(326, 3.7, 0, 995),
(327, 1, 0, 16827),
(328, 100, 1, 18477),
(329, 100, 1, 13294),
(330, 37, 0, 757),
(331, 37, 0, 311),
(332, 37, 1, 17132),
(333, 3.7, 0, 995),
(334, 1.1, 0, 16827),
(335, 100, 1, 18477),
(336, 100, 1, 13294),
(337, 37, 0, 757),
(338, 37, 0, 311),
(339, 37, 1, 17132),
(340, 3.7, 0, 995),
(341, 1.2, 0, 16827),
(342, 100, 1, 18477),
(343, 100, 1, 13294),
(344, 37, 0, 757),
(345, 37, 0, 311),
(346, 37, 1, 17132),
(347, 3.7, 0, 995),
(348, 1.3, 0, 16827),
(349, 100, 1, 18477),
(350, 100, 1, 13294),
(351, 37, 0, 757),
(352, 37, 0, 311),
(354, 3.7, 0, 995),
(353, 37, 1, 17132),
(355, 1.4, 0, 16827),
(356, 100, 1, 18474),
(357, 100, 1, 13294),
(358, 37, 0, 369),
(359, 37, 0, 380),
(360, 37, 1, 17132),
(361, 3.7, 0, 993),
(362, 1, 0, 16827),
(363, 100, 1, 18474),
(365, 37, 0, 369),
(364, 100, 1, 13294),
(366, 37, 0, 380),
(367, 37, 1, 17132),
(368, 3.7, 0, 993),
(369, 1.1, 0, 16827),
(370, 100, 1, 18474),
(371, 100, 1, 13294),
(372, 37, 0, 369),
(373, 37, 0, 380),
(374, 37, 1, 17132),
(375, 3.7, 0, 993),
(376, 1.2, 0, 16827),
(378, 100, 1, 13294),
(377, 100, 1, 18474),
(380, 37, 0, 380),
(379, 37, 0, 369),
(381, 37, 1, 17132),
(382, 3.7, 0, 993),
(383, 1.3, 0, 16827),
(384, 100, 1, 18474),
(385, 100, 1, 13294),
(386, 37, 0, 369),
(387, 37, 0, 380),
(388, 37, 1, 17132),
(389, 3.7, 0, 993),
(390, 1.4, 0, 16827),
(391, 100, 1, 13294),
(392, 100, 1, 18475),
(393, 37, 0, 368),
(394, 37, 1, 17132),
(395, 37, 0, 381),
(396, 3.7, 0, 994),
(397, 1, 0, 16827),
(398, 100, 1, 13294),
(399, 100, 1, 18475),
(400, 37, 0, 368),
(401, 37, 1, 17132),
(402, 37, 0, 381),
(403, 3.7, 0, 994),
(404, 1.1, 0, 16827),
(405, 100, 1, 13294),
(406, 100, 1, 18475),
(407, 37, 0, 368),
(408, 37, 1, 17132),
(409, 37, 0, 381),
(410, 3.7, 0, 994),
(411, 1.2, 0, 16827),
(412, 100, 1, 13294),
(413, 100, 1, 18475),
(414, 37, 0, 368),
(415, 37, 1, 17132),
(416, 37, 0, 381),
(417, 3.7, 0, 994),
(418, 1.3, 0, 16827),
(419, 100, 1, 13294),
(420, 100, 1, 18475),
(421, 37, 0, 368),
(422, 37, 1, 17132),
(423, 37, 0, 381),
(424, 3.7, 0, 994),
(425, 1.4, 0, 16827),
(426, 100, 1, 12231),
(427, 100, 1, 20738),
(428, 100, 0, 757),
(429, 76, 0, 370),
(430, 5, 1, 13526),
(431, 4.5, 1, 20427),
(432, 3, 0, 16827),
(433, 1.9, 1, 17133),
(434, 0.15, 1, 20739),
(435, 0.15, 1, 20136),
(436, 0.00075, 1, 20052),
(437, 100, 1, 12231),
(438, 100, 1, 20738),
(440, 76, 0, 370),
(439, 100, 0, 757),
(441, 5, 1, 13526),
(442, 4.5, 1, 20427),
(443, 3, 0, 16827),
(444, 1.9, 1, 17133),
(445, 0.15, 1, 20739),
(447, 0.00075, 1, 20052),
(446, 0.15, 1, 20136),
(448, 100, 1, 12231),
(449, 100, 1, 20738),
(450, 100, 0, 757),
(452, 5, 1, 13526),
(451, 76, 0, 370),
(453, 4.5, 1, 20427),
(454, 3, 0, 16827),
(455, 1.9, 1, 17133),
(456, 0.15, 1, 20739),
(457, 0.15, 1, 20136),
(458, 0.00075, 1, 20052),
(459, 100, 1, 12231),
(460, 100, 1, 20738),
(461, 100, 0, 757),
(462, 76, 0, 370),
(463, 5, 1, 13526),
(464, 4.5, 1, 20427),
(466, 1.9, 1, 17133),
(465, 3, 0, 16827),
(467, 0.15, 1, 20739),
(468, 0.15, 1, 20136),
(469, 0.00075, 1, 20052),
(470, 100, 1, 12231),
(471, 100, 1, 20738),
(472, 100, 0, 757),
(473, 76, 0, 370),
(474, 5, 1, 13526),
(475, 4.5, 1, 20427),
(476, 3, 0, 16827),
(477, 1.9, 1, 17133),
(478, 0.15, 1, 20739),
(479, 0.15, 1, 20136),
(480, 0.00075, 1, 20052),
(481, 46, 0, 377),
(482, 46, 1, 17124),
(483, 4.6, 0, 378),
(484, 1, 0, 16823),
(485, 0.9, 0, 6919),
(486, 0.9, 0, 6920),
(487, 0.4, 0, 6921),
(488, 0.4, 0, 6922),
(489, 46, 0, 377),
(490, 46, 1, 17124),
(491, 4.6, 0, 378),
(492, 1.1, 0, 16823),
(493, 0.9, 0, 6919),
(494, 0.9, 0, 6920),
(495, 0.4, 0, 6921),
(496, 0.4, 0, 6922),
(498, 46, 1, 17124),
(497, 46, 0, 377),
(499, 4.6, 0, 378),
(501, 0.9, 0, 6919),
(500, 1.2, 0, 16823),
(502, 0.9, 0, 6920),
(503, 0.4, 0, 6921),
(504, 0.4, 0, 6922),
(506, 46, 1, 17124),
(505, 46, 0, 377),
(508, 1.3, 0, 16823),
(507, 4.6, 0, 378),
(509, 0.9, 0, 6919),
(510, 0.9, 0, 6920),
(511, 0.4, 0, 6921),
(512, 0.4, 0, 6922),
(513, 46, 0, 377),
(514, 46, 1, 17124),
(515, 4.6, 0, 378),
(516, 1.4, 0, 16823),
(517, 0.9, 0, 6919),
(518, 0.9, 0, 6920),
(519, 0.4, 0, 6921),
(520, 0.4, 0, 6922),
(521, 46, 0, 307),
(522, 46, 1, 17124),
(523, 4.6, 0, 371),
(524, 1, 0, 16835),
(525, 0.9, 0, 6915),
(526, 0.9, 0, 6918),
(527, 0.4, 0, 6916),
(528, 0.4, 0, 6917),
(529, 46, 0, 307),
(530, 46, 1, 17124),
(531, 4.6, 0, 371),
(532, 1.1, 0, 16835),
(533, 0.9, 0, 6915),
(534, 0.9, 0, 6918),
(535, 0.4, 0, 6916),
(536, 0.4, 0, 6917),
(537, 46, 0, 307),
(538, 46, 1, 17124),
(540, 1.2, 0, 16835),
(541, 0.9, 0, 6915),
(542, 0.9, 0, 6918),
(543, 0.4, 0, 6916),
(539, 4.6, 0, 371),
(544, 0.4, 0, 6917),
(545, 46, 0, 307),
(547, 4.6, 0, 371),
(546, 46, 1, 17124),
(548, 1.3, 0, 16835),
(549, 0.9, 0, 6915),
(550, 0.9, 0, 6918),
(552, 0.4, 0, 6917),
(551, 0.4, 0, 6916),
(553, 46, 0, 307),
(554, 46, 1, 17124),
(555, 4.6, 0, 371),
(556, 1.4, 0, 16835),
(557, 0.9, 0, 6915),
(558, 0.9, 0, 6918),
(559, 0.4, 0, 6916),
(560, 0.4, 0, 6917),
(561, 86, 0, 382),
(562, 43, 1, 17126),
(563, 43, 0, 2259),
(564, 4.3, 0, 2264),
(565, 1, 0, 16822),
(566, 86, 0, 382),
(567, 43, 1, 17126),
(568, 43, 0, 2259),
(569, 4.3, 0, 2264),
(570, 1.1, 0, 16822),
(571, 86, 0, 382),
(573, 43, 0, 2259),
(574, 4.3, 0, 2264),
(575, 1.2, 0, 16822),
(576, 86, 0, 382),
(577, 43, 1, 17126),
(572, 43, 1, 17126),
(578, 43, 0, 2259),
(580, 1.3, 0, 16822),
(579, 4.3, 0, 2264),
(581, 86, 0, 382),
(582, 43, 1, 17126),
(583, 43, 0, 2259),
(584, 4.3, 0, 2264),
(585, 1.4, 0, 16822),
(586, 40, 1, 17130),
(587, 40, 0, 379),
(589, 1, 0, 16824),
(588, 4, 0, 2303),
(590, 40, 1, 17130),
(591, 40, 0, 379),
(592, 4, 0, 2303),
(593, 1.1, 0, 16824),
(594, 40, 1, 17130),
(595, 40, 0, 379),
(596, 4, 0, 2303),
(597, 1.2, 0, 16824),
(599, 40, 0, 379),
(598, 40, 1, 17130),
(600, 4, 0, 2303),
(601, 1.3, 0, 16824),
(602, 40, 1, 17130),
(603, 40, 0, 379),
(604, 4, 0, 2303),
(605, 1.4, 0, 16824),
(606, 100, 0, 2288),
(608, 39, 1, 17132),
(609, 11, 0, 361),
(607, 79, 0, 305),
(610, 4.4, 1, 14454),
(611, 4.4, 1, 14453),
(612, 4.4, 1, 14455),
(613, 3.9, 0, 654),
(614, 2.2, 1, 14454),
(615, 2.2, 1, 14453),
(616, 2.2, 1, 14455),
(617, 1, 0, 16829),
(618, 1, 1, 962),
(619, 100, 0, 2288),
(620, 79, 0, 305),
(621, 39, 1, 17132),
(622, 11, 0, 361),
(623, 4.6, 1, 14454),
(624, 4.6, 1, 14453),
(625, 4.6, 1, 14455),
(627, 2.3, 1, 14454),
(626, 3.9, 0, 654),
(628, 2.3, 1, 14453),
(630, 1.1, 0, 16829),
(629, 2.3, 1, 14455),
(631, 1.1, 1, 962),
(632, 100, 0, 2288),
(633, 79, 0, 305),
(634, 39, 1, 17132),
(635, 11, 0, 361),
(636, 4.8, 1, 14454),
(637, 4.8, 1, 14453),
(639, 3.9, 0, 654),
(638, 4.8, 1, 14455),
(640, 2.4, 1, 14454),
(641, 2.4, 1, 14453),
(642, 2.4, 1, 14455),
(643, 1.2, 0, 16829),
(645, 100, 0, 2288),
(644, 1.2, 1, 962),
(646, 79, 0, 305),
(647, 39, 1, 17132),
(648, 11, 0, 361),
(649, 5, 1, 14454),
(650, 5, 1, 14453),
(651, 5, 1, 14455),
(652, 3.9, 0, 654),
(653, 2.5, 1, 14454),
(654, 2.5, 1, 14453),
(655, 2.5, 1, 14455),
(656, 1.3, 0, 16829),
(657, 1.3, 1, 962),
(658, 100, 0, 2288),
(659, 79, 0, 305),
(660, 39, 1, 17132),
(661, 11, 0, 361),
(662, 5.2, 1, 14454),
(663, 5.2, 1, 14453),
(664, 5.2, 1, 14455),
(665, 3.9, 0, 654),
(666, 2.6, 1, 14454),
(667, 2.6, 1, 14453),
(668, 2.6, 1, 14455),
(669, 1.4, 0, 16829),
(670, 1.4, 1, 962),
(671, 100, 1, 12878),
(673, 39, 0, 14457),
(672, 78, 0, 305),
(675, 4.6, 1, 14454),
(674, 39, 1, 17132),
(676, 4.6, 1, 14453),
(677, 4.6, 1, 14455),
(678, 3.9, 0, 14458),
(679, 2.3, 1, 14455),
(680, 2.3, 1, 14453),
(681, 2.3, 1, 14454),
(682, 1, 1, 962),
(683, 1, 0, 16829),
(684, 100, 1, 12878),
(685, 78, 0, 305),
(686, 39, 0, 14457),
(688, 4.8, 1, 14454),
(687, 39, 1, 17132),
(689, 4.8, 1, 14453),
(690, 4.8, 1, 14455),
(691, 3.9, 0, 14458),
(692, 2.4, 1, 14455),
(693, 2.4, 1, 14453),
(694, 2.4, 1, 14454),
(695, 1.1, 1, 962),
(696, 1.1, 0, 16829),
(697, 100, 1, 12878),
(698, 78, 0, 305),
(699, 39, 0, 14457),
(700, 39, 1, 17132),
(701, 5, 1, 14454),
(702, 5, 1, 14453),
(703, 5, 1, 14455),
(704, 3.9, 0, 14458),
(705, 2.5, 1, 14455),
(706, 2.5, 1, 14453),
(707, 2.5, 1, 14454),
(708, 1.2, 1, 962),
(709, 1.2, 0, 16829),
(710, 100, 1, 12878),
(711, 78, 0, 305),
(712, 39, 0, 14457),
(713, 39, 1, 17132),
(714, 5.2, 1, 14454),
(715, 5.2, 1, 14453),
(716, 5.2, 1, 14455),
(717, 3.9, 0, 14458),
(718, 2.6, 1, 14455),
(719, 2.6, 1, 14453),
(720, 2.6, 1, 14454),
(721, 1.3, 1, 962),
(722, 1.3, 0, 16829),
(723, 100, 1, 12878),
(724, 78, 0, 305),
(725, 39, 0, 14457),
(726, 39, 1, 17132),
(727, 5.4, 1, 14454),
(728, 5.4, 1, 14453),
(729, 5.4, 1, 14455),
(730, 3.9, 0, 14458),
(731, 2.7, 1, 14455),
(733, 2.7, 1, 14454),
(732, 2.7, 1, 14453),
(735, 1.4, 0, 16829),
(734, 1.4, 1, 962),
(736, 40, 0, 305),
(737, 40, 0, 372),
(738, 40, 1, 17130),
(739, 20, 0, 646),
(740, 4.2, 1, 14454),
(741, 4.2, 1, 14453),
(742, 4.2, 1, 14455),
(743, 2.1, 1, 14455),
(745, 2.1, 1, 14454),
(746, 1, 1, 962),
(744, 2.1, 1, 14453),
(747, 1, 0, 16829),
(748, 40, 0, 305),
(749, 40, 0, 372),
(750, 40, 1, 17130),
(751, 20, 0, 646),
(752, 4.4, 1, 14454),
(753, 4.4, 1, 14453),
(754, 4.4, 1, 14455),
(755, 2.2, 1, 14455),
(756, 2.2, 1, 14453),
(757, 2.2, 1, 14454),
(758, 1.1, 1, 962),
(759, 1.1, 0, 16829),
(760, 40, 0, 305),
(761, 40, 0, 372),
(762, 40, 1, 17130),
(763, 20, 0, 646),
(764, 4.6, 1, 14454),
(766, 4.6, 1, 14455),
(765, 4.6, 1, 14453),
(767, 2.3, 1, 14455),
(768, 2.3, 1, 14453),
(769, 2.3, 1, 14454),
(770, 1.2, 1, 962),
(771, 1.2, 0, 16829),
(772, 40, 0, 305),
(773, 40, 0, 372),
(774, 40, 1, 17130),
(775, 20, 0, 646),
(776, 4.8, 1, 14454),
(777, 4.8, 1, 14453),
(778, 4.8, 1, 14455),
(779, 2.4, 1, 14455),
(780, 2.4, 1, 14453),
(781, 2.4, 1, 14454),
(783, 1.3, 0, 16829),
(782, 1.3, 1, 962),
(784, 40, 0, 305),
(785, 40, 0, 372),
(786, 40, 1, 17130),
(787, 20, 0, 646),
(788, 5, 1, 14454),
(789, 5, 1, 14453),
(791, 2.5, 1, 14455),
(790, 5, 1, 14455),
(792, 2.5, 1, 14453),
(793, 2.5, 1, 14454),
(794, 1.4, 1, 962),
(795, 1.4, 0, 16829),
(796, 40, 0, 14460),
(797, 40, 1, 17130),
(798, 12, 0, 361),
(799, 4, 1, 14455),
(800, 4, 0, 14461),
(801, 4, 1, 14454),
(802, 4, 1, 14453),
(803, 2, 1, 14455),
(805, 2, 1, 14454),
(804, 2, 1, 14453),
(806, 1, 0, 16829),
(807, 1, 1, 962),
(808, 40, 0, 14460),
(809, 40, 1, 17130),
(810, 12, 0, 361),
(811, 4.2, 1, 14455),
(812, 4.2, 1, 14454),
(813, 4.2, 1, 14453),
(814, 4, 0, 14461),
(815, 2.1, 1, 14455),
(816, 2.1, 1, 14453),
(817, 2.1, 1, 14454),
(818, 1.1, 0, 16829),
(819, 1.1, 1, 962),
(820, 40, 0, 14460),
(821, 40, 1, 17130),
(822, 12, 0, 361),
(823, 4.4, 1, 14455),
(824, 4.4, 1, 14454),
(825, 4.4, 1, 14453),
(826, 4, 0, 14461),
(827, 2.2, 1, 14455),
(828, 2.2, 1, 14453),
(829, 2.2, 1, 14454),
(830, 1.2, 0, 16829),
(831, 1.2, 1, 962),
(832, 40, 0, 14460),
(833, 40, 1, 17130),
(835, 4.6, 1, 14455),
(834, 12, 0, 361),
(836, 4.6, 1, 14454),
(837, 4.6, 1, 14453),
(838, 4, 0, 14461),
(839, 2.3, 1, 14455),
(840, 2.3, 1, 14453),
(841, 2.3, 1, 14454),
(842, 1.3, 0, 16829),
(843, 1.3, 1, 962),
(844, 40, 0, 14460),
(845, 40, 1, 17130),
(846, 12, 0, 361),
(847, 4.8, 1, 14455),
(849, 4.8, 1, 14453),
(848, 4.8, 1, 14454),
(850, 4, 0, 14461),
(851, 2.4, 1, 14455),
(852, 2.4, 1, 14453),
(853, 2.4, 1, 14454),
(854, 1.4, 0, 16829),
(855, 1.4, 1, 962),
(856, 100, 0, 8145),
(857, 81, 0, 391),
(858, 60, 0, 420),
(859, 40, 0, 3208),
(860, 40, 1, 17130),
(861, 10, 1, 13336),
(862, 4, 0, 2268),
(863, 1, 0, 16828),
(864, 0.4, 0, 939),
(865, 100, 0, 8145),
(866, 81, 0, 391),
(867, 60, 0, 420),
(868, 40, 0, 3208),
(869, 40, 1, 17130),
(870, 10, 1, 13336),
(871, 4, 0, 2268),
(872, 1.1, 0, 16828),
(873, 0.4, 0, 939),
(874, 100, 0, 8145),
(875, 81, 0, 391),
(876, 60, 0, 420),
(877, 40, 0, 3208),
(878, 40, 1, 17130),
(879, 10, 1, 13336),
(880, 4, 0, 2268),
(881, 1.2, 0, 16828),
(882, 0.4, 0, 939),
(883, 100, 0, 8145),
(884, 81, 0, 391),
(885, 60, 0, 420),
(886, 40, 0, 3208),
(887, 40, 1, 17130),
(888, 10, 1, 13336),
(889, 4, 0, 2268),
(890, 1.3, 0, 16828),
(891, 0.4, 0, 939),
(892, 100, 0, 8145),
(893, 81, 0, 391),
(894, 60, 0, 420),
(895, 40, 0, 3208),
(896, 40, 1, 17130),
(897, 10, 1, 13336),
(898, 4, 0, 2268),
(899, 1.4, 0, 16828),
(900, 0.4, 0, 939),
(901, 96, 0, 842),
(902, 38, 1, 17132),
(903, 1.9, 0, 544),
(904, 1, 0, 16833),
(905, 96, 0, 842),
(906, 38, 1, 17132),
(907, 1.9, 0, 544),
(908, 1.1, 0, 16833),
(909, 96, 0, 842),
(910, 38, 1, 17132),
(911, 1.9, 0, 544),
(912, 1.2, 0, 16833),
(913, 96, 0, 842),
(914, 38, 1, 17132),
(915, 1.9, 0, 544),
(916, 1.3, 0, 16833),
(917, 96, 0, 842),
(918, 38, 1, 17132),
(919, 1.9, 0, 544),
(920, 1.4, 0, 16833),
(921, 73, 0, 308),
(922, 36, 1, 17134),
(923, 3.6, 0, 545),
(924, 1, 0, 16833),
(925, 73, 0, 308),
(926, 36, 1, 17134),
(927, 3.6, 0, 545),
(928, 1.1, 0, 16833),
(929, 73, 0, 308),
(930, 36, 1, 17134),
(931, 3.6, 0, 545),
(932, 1.2, 0, 16833),
(933, 73, 0, 308),
(934, 36, 1, 17134),
(935, 3.6, 0, 545),
(936, 1.3, 0, 16833),
(937, 73, 0, 308),
(938, 36, 1, 17134),
(939, 3.6, 0, 545),
(940, 1.4, 0, 16833),
(941, 100, 1, 10816),
(942, 100, 1, 6818),
(943, 100, 1, 19625),
(944, 46, 1, 17124),
(946, 4.6, 0, 2662),
(945, 46, 0, 309),
(947, 1, 0, 16832),
(948, 0.9, 0, 6794),
(949, 0.9, 0, 6796),
(950, 0.9, 0, 6792),
(951, 100, 1, 10816),
(952, 100, 1, 6818),
(954, 46, 1, 17124),
(953, 100, 1, 19625),
