INSERT INTO mobgrade
    (id, level, lifePoints, actionPoints, movementPoints, apDodge, mpDodge, wisdom, strength, intelligence, chance, agility, resNeutral, resEarth, resFire, resWater, resAir, reflect, experience, aggressiveLevel, mob) 
VALUES
(20, 4, 190, 5, 4, 0, 0, 75, 0, 0, 0, 0, 15, 40, -35, 9, -8, 0, 0, 0, 37),
(21, 5, 220, 5, 4, 0, 0, 80, 0, 0, 0, 0, 20, 45, -30, 10, -7, 0, 0, 0, 37),
(22, 6, 250, 5, 4, 0, 0, 90, 0, 0, 0, 0, 25, 50, -25, 12, -6, 0, 0, 0, 37),
(24, 1, 270, 5, 4, 0, 0, 200, 0, 0, 0, 0, 20, 20, 5, -5, 30, 0, 0, 0, 39),
(23, 1, 400, 5, 4, 0, 0, 250, 0, 0, 0, 0, 20, 20, 5, -5, 30, 0, 0, 0, 39),
(25, 1, 140, 5, 4, 0, 0, 150, 0, 0, 0, 0, 20, 20, 5, -5, 30, 0, 0, 0, 39),
(26, 4, 180, 5, 4, 0, 0, 180, 0, 0, 0, 0, 16, 18, 3, -7, 28, 0, 0, 0, 39),
(27, 5, 200, 5, 4, 0, 0, 200, 0, 0, 0, 0, 18, 19, 4, -6, 29, 0, 0, 0, 39),
(28, 6, 400, 5, 4, 0, 0, 250, 0, 0, 0, 0, 20, 20, 5, -5, 30, 0, 0, 0, 39),
(29, 1, 49, 5, 3, 0, 0, 45, 0, 0, 0, 0, -50, 6, 6, 25, -12, 0, 0, 0, 40),
(31, 3, 79, 5, 3, 0, 0, 55, 0, 0, 0, 0, -40, 8, 8, 35, -9, 0, 0, 0, 40),
(32, 4, 95, 5, 4, 0, 0, 60, 0, 0, 0, 0, -35, 9, 9, 40, -8, 0, 0, 0, 40),
(30, 2, 64, 5, 3, 0, 0, 50, 0, 0, 0, 0, -45, 7, 7, 30, -10, 0, 0, 0, 40),
(33, 5, 110, 5, 5, 0, 0, 65, 0, 0, 0, 0, -30, 10, 10, 45, -7, 0, 0, 0, 40),
(34, 6, 130, 5, 5, 0, 0, 70, 0, 0, 0, 0, -25, 12, 12, 50, -6, 0, 0, 0, 40),
(35, 1, 49, 6, 5, 0, 0, 70, 0, 0, 0, 0, -12, 6, -12, 6, 6, 0, 0, 0, 41),
(36, 2, 59, 6, 5, 0, 0, 80, 0, 0, 0, 0, -10, 7, -10, 7, 7, 0, 0, 0, 41),
(37, 3, 69, 6, 5, 0, 0, 90, 0, 0, 0, 0, -9, 8, -9, 8, 8, 0, 0, 0, 41),
(38, 4, 80, 6, 5, 0, 0, 100, 0, 0, 0, 0, -8, 9, -8, 9, 9, 0, 0, 0, 41),
(39, 5, 89, 6, 5, 0, 0, 125, 0, 0, 0, 0, -7, 10, -7, 10, 10, 0, 0, 0, 41),
(40, 6, 110, 6, 5, 0, 0, 150, 0, 0, 0, 0, -6, 12, -6, 12, 12, 0, 0, 0, 41),
(42, 1, 14, 6, 4, 0, 0, 150, 0, 0, 0, 0, 8, 18, -12, 23, 28, 0, 0, 0, 42),
(43, 1, 19, 6, 4, 0, 0, 140, 0, 0, 0, 0, 6, 16, -14, 21, 26, 0, 0, 0, 42),
(41, 1, 13, 6, 4, 0, 0, 200, 0, 0, 0, 0, 10, 20, -10, 25, 30, 0, 0, 0, 42),
(44, 1, 250, 6, 4, 0, 0, 200, 0, 0, 0, 0, 10, 20, -10, 25, 30, 0, 0, 0, 42),
(46, 1, 140, 6, 4, 0, 0, 120, 0, 0, 0, 0, 2, 12, -18, 17, 22, 0, 0, 0, 42),
(45, 1, 180, 6, 4, 0, 0, 160, 0, 0, 0, 0, 6, 16, -14, 21, 26, 0, 0, 0, 42),
(47, 1, 7, 5, 10, 0, 0, 45, 0, 0, 0, 0, 0, 6, -12, 6, -12, 0, 0, 0, 43),
(49, 3, 11, 5, 10, 0, 0, 55, 0, 0, 0, 0, 0, 8, -9, 8, -9, 0, 0, 0, 43),
(48, 2, 9, 5, 10, 0, 0, 50, 0, 0, 0, 0, 0, 7, -10, 7, -10, 0, 0, 0, 43),
(50, 4, 13, 5, 10, 0, 0, 60, 0, 0, 0, 0, 0, 9, -8, 9, -8, 0, 0, 0, 43),
(51, 5, 15, 5, 10, 0, 0, 65, 0, 0, 0, 0, 0, 10, -7, 10, -7, 0, 0, 0, 43),
(52, 6, 17, 5, 12, 0, 0, 70, 0, 0, 0, 0, 0, 12, -6, 12, -6, 0, 0, 0, 43),
(53, 1, 59, 7, 4, 0, 0, 90, 0, 0, 0, 0, -23, -50, 5, 5, 25, 0, 0, 0, 44),
(54, 2, 70, 7, 4, 0, 0, 95, 0, 0, 0, 0, -20, -45, 9, 9, 30, 0, 0, 0, 44),
(55, 3, 79, 7, 5, 0, 0, 100, 0, 0, 0, 0, -17, -40, 13, 13, 35, 0, 0, 0, 44),
(56, 4, 90, 7, 5, 0, 0, 105, 0, 0, 0, 0, -13, -35, 17, 17, 40, 0, 0, 0, 44),
(57, 5, 99, 7, 5, 0, 0, 110, 0, 0, 0, 0, -9, -30, 20, 20, 45, 0, 0, 0, 44),
(58, 6, 120, 7, 5, 0, 0, 120, 0, 0, 0, 0, -5, -25, 23, 23, 50, 0, 0, 0, 44),
(59, 1, 250, 10, 4, 40, 40, 0, 0, 0, 0, 0, 35, 35, 40, -5, -5, 0, 0, 0, 45),
(61, 1, 80, 8, 4, 22, 22, 0, 0, 0, 0, 0, 15, 15, 10, -15, -15, 0, 0, 0, 45),
(60, 1, 150, 9, 4, 31, 31, 0, 0, 0, 0, 0, 25, 25, 25, -10, -10, 0, 0, 0, 45),
(62, 4, 100, 9, 4, 24, 24, 0, 0, 0, 0, 0, 10, 10, 15, -10, -10, 0, 0, 0, 45),
(63, 5, 120, 10, 4, 25, 25, 0, 0, 0, 0, 0, 15, 15, 20, -5, -5, 0, 0, 0, 45),
(64, 6, 210, 10, 4, 40, 40, 0, 0, 0, 0, 0, 35, 35, 40, -5, -5, 0, 0, 0, 45),
(65, 16, 90, 5, 3, 0, 0, 48, 0, 0, 0, 0, 1, -9, -9, 21, 6, 0, 2112, 0, 46),
(66, 17, 99, 5, 3, 0, 0, 51, 0, 0, 0, 0, 2, -8, -8, 22, 7, 0, 2278, 0, 46),
(67, 18, 110, 5, 3, 0, 0, 54, 0, 0, 0, 0, 3, -7, -7, 23, 8, 0, 2448, 0, 46),
(68, 19, 120, 5, 3, 0, 0, 57, 0, 0, 0, 0, 4, -6, -6, 24, 9, 0, 2622, 0, 46),
(69, 20, 130, 5, 3, 0, 0, 60, 0, 0, 0, 0, 5, -5, -5, 25, 10, 0, 2800, 0, 46),
(70, 38, 440, 7, 3, 0, 0, 355, 0, 0, 0, 0, 4, 5, -20, 5, -20, 0, 6688, 0, 47),
(71, 41, 500, 7, 3, 0, 0, 370, 0, 0, 0, 0, 8, 10, -16, 10, -16, 0, 7462, 0, 47),
(72, 44, 560, 7, 3, 0, 0, 385, 0, 0, 0, 0, 12, 15, -12, 15, -12, 0, 8272, 0, 47),
(73, 47, 630, 7, 3, 0, 0, 400, 0, 0, 0, 0, 16, 20, -8, 20, -8, 0, 9118, 0, 47),
(74, 50, 690, 7, 3, 0, 0, 415, 0, 0, 0, 0, 20, 25, -4, 25, -4, 0, 10000, 0, 47),
(75, 16, 90, 6, 3, 0, 0, 48, 0, 0, 0, 0, 11, 6, -9, 11, -14, 0, 2112, 0, 48),
(76, 17, 99, 6, 3, 0, 0, 51, 0, 0, 0, 0, 12, 7, -8, 12, -13, 0, 2278, 0, 48),
(77, 18, 110, 6, 3, 0, 0, 54, 0, 0, 0, 0, 13, 8, -7, 13, -12, 0, 2448, 0, 48),
(78, 19, 120, 6, 3, 0, 0, 57, 0, 0, 0, 0, 14, 9, -6, 14, -11, 0, 2622, 0, 48),
(79, 20, 130, 6, 3, 0, 0, 60, 0, 0, 0, 0, 15, 10, -5, 15, -10, 0, 2800, 0, 48),
(80, 16, 90, 5, 6, 0, 0, 48, 0, 0, 0, 0, -9, 1, 11, -14, 11, 0, 2112, 0, 52),
(81, 17, 99, 5, 6, 0, 0, 51, 0, 0, 0, 0, -8, 2, 12, -13, 12, 0, 2278, 0, 52),
(82, 18, 110, 5, 6, 0, 0, 54, 0, 0, 0, 0, -7, 3, 13, -12, 13, 0, 2448, 0, 52),
(83, 19, 120, 5, 6, 0, 0, 57, 0, 0, 0, 0, -6, 4, 14, -11, 14, 0, 2622, 0, 52),
(84, 20, 130, 5, 6, 0, 0, 60, 0, 0, 0, 0, -5, 5, 15, -10, 15, 0, 2800, 0, 52),
(85, 39, 420, 7, 5, 10, 10, 0, 0, 0, 0, 0, 2, 0, 5, 2, 0, 0, 6942, 0, 53),
(86, 42, 480, 7, 5, 10, 10, 0, 0, 0, 0, 0, 4, 0, 7, 4, 0, 0, 7728, 0, 53),
(87, 45, 530, 7, 5, 10, 10, 0, 0, 0, 0, 0, 6, 0, 9, 6, 0, 0, 8550, 0, 53),
(88, 48, 590, 7, 5, 10, 10, 0, 0, 0, 0, 0, 8, 0, 11, 8, 0, 0, 9408, 0, 53),
(89, 51, 650, 7, 5, 10, 10, 0, 0, 0, 0, 0, 10, 0, 13, 10, 0, 0, 10302, 1, 53),
(90, 32, 310, 5, 5, 2, 2, 0, 0, 0, 0, 0, 0, -10, 10, 0, 5, 0, 5248, 0, 54),
(91, 34, 340, 5, 5, 2, 2, 0, 0, 0, 0, 0, 0, -10, 10, 0, 5, 0, 5712, 0, 54),
(92, 36, 370, 5, 5, 2, 2, 0, 0, 0, 0, 0, 0, -10, 10, 0, 5, 0, 6192, 0, 54),
(93, 38, 410, 5, 5, 2, 2, 0, 0, 0, 0, 0, 0, -10, 10, 0, 5, 0, 6688, 0, 54),
(94, 40, 440, 5, 5, 2, 2, 0, 0, 0, 0, 0, 0, -10, 10, 0, 5, 0, 7200, 0, 54),
(95, 46, 500, 9, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8832, 0, 55),
(96, 50, 580, 9, 4, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10000, 0, 55),
(97, 54, 650, 9, 4, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11232, 4, 55),
(98, 58, 730, 9, 4, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12528, 8, 55),
(99, 62, 820, 9, 4, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13888, 12, 55),
(100, 50, 580, 9, 3, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10000, 0, 56),
(101, 53, 630, 9, 3, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10918, 3, 56),
(102, 56, 690, 9, 3, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11872, 6, 56),
(103, 59, 750, 9, 3, 5, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12862, 9, 56),
(104, 62, 820, 9, 3, 6, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13888, 12, 56),
(105, 54, 650, 9, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11232, 4, 57),
(106, 56, 690, 9, 4, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11872, 6, 57),
(107, 58, 730, 9, 4, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12528, 8, 57),
(108, 60, 780, 9, 4, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13200, 10, 57),
(109, 62, 820, 9, 4, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13888, 12, 57),
(110, 60, 2000, 10, 5, 14, 14, 180, 0, 0, 0, 0, 70, 70, 70, -10, 70, 0, 79200, 10, 58),
(111, 60, 1800, 10, 5, 14, 14, 180, 0, 0, 0, 0, 70, 70, 70, -10, 70, 0, 69000, 10, 58),
(112, 60, 1700, 10, 5, 14, 14, 180, 0, 0, 0, 0, 70, 70, 70, -10, 70, 0, 59000, 10, 58),
(113, 60, 1500, 10, 5, 14, 14, 180, 0, 0, 0, 0, 70, 70, 70, -10, 70, 0, 49000, 10, 58),
(114, 60, 1400, 10, 5, 14, 14, 180, 0, 0, 0, 0, 70, 70, 70, -10, 70, 0, 39000, 10, 58),
(115, 16, 90, 6, 4, 0, 0, 48, 0, 0, 0, 0, -14, 0, -9, 21, 6, 0, 2112, 0, 59),
(116, 17, 99, 6, 4, 0, 0, 51, 0, 0, 0, 0, -13, 0, -8, 22, 7, 0, 2278, 0, 59),
(117, 18, 110, 6, 4, 0, 0, 54, 0, 0, 0, 0, -12, 0, -7, 23, 8, 0, 2448, 0, 59),
(118, 19, 120, 6, 4, 0, 0, 57, 0, 0, 0, 0, -11, 0, -6, 24, 9, 0, 2622, 0, 59),
(119, 20, 130, 6, 4, 0, 0, 60, 0, 0, 0, 0, -10, 0, -5, 25, 10, 0, 2800, 0, 59),
(120, 16, 90, 5, 7, 0, 2, 48, 0, 0, 0, 0, 0, 16, 0, 6, -14, 0, 2112, 0, 61),
(121, 17, 99, 5, 7, 0, 2, 51, 0, 0, 0, 0, 0, 17, 0, 7, -13, 0, 2278, 0, 61),
(122, 18, 110, 5, 7, 0, 2, 54, 0, 0, 0, 0, 0, 18, 0, 8, -12, 0, 2448, 0, 61),
(123, 19, 120, 5, 7, 0, 2, 57, 0, 0, 0, 0, 0, 19, 0, 9, -11, 0, 2622, 0, 61),
(124, 20, 130, 5, 7, 0, 2, 60, 0, 0, 0, 0, 0, 20, 0, 10, -10, 0, 2800, 0, 61),
(125, 27, 250, 6, 6, 2, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4158, 0, 62),
(126, 29, 290, 6, 6, 4, 4, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 4582, 0, 62),
(127, 31, 320, 6, 6, 6, 6, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 5022, 0, 62),
(128, 33, 350, 6, 6, 8, 8, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 5478, 0, 62),
(129, 35, 390, 6, 6, 10, 10, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 5950, 0, 62),
(130, 42, 430, 6, 4, 0, 0, 126, 0, 0, 0, 0, -9, 21, 21, -24, 26, 0, 7728, 0, 63),
(131, 44, 470, 6, 4, 0, 0, 132, 0, 0, 0, 0, -8, 22, 22, -23, 27, 0, 8272, 0, 63),
(132, 46, 500, 6, 4, 0, 0, 138, 0, 0, 0, 0, -7, 23, 23, -22, 28, 0, 8832, 0, 63),
(133, 48, 540, 6, 4, 0, 0, 144, 0, 0, 0, 0, -6, 24, 24, -21, 29, 0, 9408, 0, 63),
(134, 50, 580, 6, 4, 0, 0, 150, 0, 0, 0, 0, -5, 25, 25, -20, 30, 0, 10000, 0, 63),
(135, 44, 470, 5, 4, 0, 7, 100, 0, 0, 0, 0, 10, 5, 0, -5, 0, 0, 8272, 0, 64),
(136, 46, 500, 5, 4, 0, 7, 110, 0, 0, 0, 0, 11, 6, 0, -4, 0, 0, 8832, 0, 64),
(137, 48, 540, 5, 4, 0, 7, 120, 0, 0, 0, 0, 12, 7, 0, -3, 0, 0, 9408, 0, 64),
(138, 50, 580, 5, 4, 0, 7, 130, 0, 0, 0, 0, 13, 8, 0, -2, 0, 0, 10000, 0, 64),
(139, 52, 610, 5, 4, 0, 7, 140, 0, 0, 0, 0, 14, 9, 0, -1, 0, 0, 10608, 2, 64),
(140, 46, 500, 5, 4, 0, 4, 120, 0, 0, 0, 0, 10, -5, 5, 11, 12, 0, 5022, 0, 65),
(141, 48, 540, 5, 4, 0, 4, 130, 0, 0, 0, 0, 11, -4, 6, 12, 14, 0, 5248, 0, 65),
(142, 50, 580, 5, 4, 0, 4, 140, 0, 0, 0, 0, 12, -3, 7, 13, 16, 0, 5478, 0, 65),
(143, 52, 610, 5, 4, 0, 4, 150, 0, 0, 0, 0, 13, -2, 8, 14, 18, 0, 5712, 2, 65),
(144, 54, 650, 5, 4, 0, 4, 160, 0, 0, 0, 0, 14, -1, 9, 15, 20, 0, 5950, 4, 65),
(145, 42, 430, 5, 3, 4, 8, 100, 0, 0, 0, 0, 5, -10, 0, 11, 12, 0, 7728, 0, 68),
(146, 44, 470, 5, 3, 4, 8, 110, 0, 0, 0, 0, 6, -9, 0, 12, 14, 0, 8272, 0, 68),
(147, 46, 500, 5, 3, 4, 8, 120, 0, 0, 0, 0, 7, -8, 0, 13, 16, 0, 8832, 0, 68),
(148, 48, 540, 5, 3, 4, 8, 130, 0, 0, 0, 0, 8, -7, 0, 14, 18, 0, 9408, 0, 68),
(149, 50, 580, 5, 3, 4, 8, 140, 0, 0, 0, 0, 9, -6, 0, 15, 20, 0, 10000, 0, 68),
(150, 40, 400, 4, 5, 20, 20, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 7200, 0, 72),
(151, 42, 430, 4, 5, 20, 20, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 7728, 0, 72),
(152, 44, 470, 4, 5, 20, 20, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 8272, 0, 72),
(153, 46, 500, 4, 5, 20, 20, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 8832, 0, 72),
(154, 48, 540, 4, 5, 20, 20, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 9408, 0, 72),
(155, 37, 390, 6, 4, 6, 1, 0, 0, 0, 0, 0, 0, -15, 5, 0, 0, 0, 6438, 0, 74),
(156, 40, 440, 6, 4, 7, 2, 0, 0, 0, 0, 0, 0, -14, 5, 0, 0, 0, 7200, 0, 74),
(157, 43, 500, 6, 4, 8, 3, 0, 0, 0, 0, 0, 0, -13, 5, 0, 0, 0, 7998, 0, 74),
(158, 46, 550, 6, 4, 9, 4, 0, 0, 0, 0, 0, 0, -12, 5, 0, 0, 0, 8832, 0, 74),
(159, 48, 590, 6, 4, 10, 5, 0, 0, 0, 0, 0, 0, -11, 5, 0, 0, 0, 9702, 0, 74),
(160, 50, 580, 2, 3, 36, 0, 0, 0, 0, 0, 0, 80, 60, 60, 60, 0, 0, 10000, 0, 75),
(161, 52, 610, 2, 3, 36, 0, 0, 0, 0, 0, 0, 82, 62, 62, 62, 0, 0, 10608, 2, 75),
(162, 54, 650, 2, 3, 36, 0, 0, 0, 0, 0, 0, 84, 64, 64, 64, 0, 0, 11232, 4, 75),
(163, 56, 690, 2, 3, 36, 0, 0, 0, 0, 0, 0, 86, 66, 66, 66, 0, 0, 11872, 6, 75),
(164, 58, 730, 2, 3, 36, 0, 0, 0, 0, 0, 0, 88, 68, 68, 68, 0, 0, 12528, 8, 75),
(165, 60, 780, 5, 3, 16, 16, 0, 0, 0, 0, 0, 60, 0, 30, 30, 30, 0, 13200, 10, 76),
(166, 62, 820, 5, 3, 18, 18, 0, 0, 0, 0, 0, 62, 0, 32, 32, 32, 0, 13888, 12, 76),
(167, 64, 860, 5, 3, 20, 20, 0, 0, 0, 0, 0, 64, 0, 34, 34, 34, 0, 14592, 14, 76),
(168, 66, 910, 5, 3, 22, 22, 0, 0, 0, 0, 0, 66, 0, 36, 36, 36, 0, 15312, 16, 76),
(169, 68, 950, 5, 3, 24, 24, 0, 0, 0, 0, 0, 68, 0, 38, 38, 38, 0, 16048, 18, 76),
(170, 16, 90, 5, 3, 0, 0, 48, 0, 0, 0, 0, 0, -19, 31, -9, 6, 0, 2112, 0, 78),
(171, 17, 99, 5, 3, 0, 0, 51, 0, 0, 0, 0, 0, -18, 32, -8, 7, 0, 2278, 0, 78),
(172, 18, 110, 5, 3, 0, 0, 54, 0, 0, 0, 0, 0, -17, 33, -7, 8, 0, 2448, 0, 78),
(173, 19, 120, 5, 3, 0, 0, 57, 0, 0, 0, 0, 0, -16, 34, -6, 9, 0, 2622, 0, 78),
(174, 20, 130, 5, 3, 0, 0, 60, 0, 0, 0, 0, 0, -15, 35, -5, 10, 0, 2800, 0, 78),
(175, 16, 90, 6, 3, 0, 0, 0, 0, 0, 0, 0, -9, 16, -9, 0, 11, 0, 2112, 0, 79),
(176, 17, 99, 6, 3, 0, 0, 0, 0, 0, 0, 0, -8, 17, -8, 0, 12, 0, 2278, 0, 79),
(177, 18, 110, 6, 3, 0, 0, 0, 0, 0, 0, 0, -7, 18, -7, 0, 13, 0, 2448, 0, 79),
(178, 19, 120, 6, 3, 0, 0, 0, 0, 0, 0, 0, -6, 19, -6, 0, 14, 0, 2622, 0, 79),
(179, 20, 130, 6, 3, 0, 0, 0, 0, 0, 0, 0, -5, 20, -5, 0, 15, 0, 2800, 0, 79),
(180, 42, 480, 7, 5, 0, 0, 126, 0, 0, 0, 0, 50, -100, 0, 0, 100, 0, 7728, 0, 81),
(181, 44, 520, 7, 5, 0, 0, 132, 0, 0, 0, 0, 50, -100, 0, 0, 100, 0, 8272, 0, 81),
(182, 46, 550, 7, 5, 0, 0, 138, 0, 0, 0, 0, 50, -100, 0, 0, 100, 0, 8832, 0, 81),
(183, 48, 590, 7, 5, 0, 0, 144, 0, 0, 0, 0, 50, -100, 0, 0, 100, 0, 9408, 0, 81),
(184, 50, 630, 7, 5, 0, 0, 150, 0, 0, 0, 0, 50, -100, 0, 0, 100, 0, 10000, 0, 81),
(185, 50, 580, 2, 3, 36, 0, 0, 0, 0, 0, 0, 80, 60, 0, 60, 60, 0, 10000, 0, 82),
(186, 52, 610, 2, 3, 36, 0, 0, 0, 0, 0, 0, 82, 62, 0, 62, 62, 0, 10608, 2, 82),
(187, 54, 650, 2, 3, 36, 0, 0, 0, 0, 0, 0, 84, 64, 0, 64, 64, 0, 11232, 4, 82),
(188, 56, 690, 2, 3, 36, 0, 0, 0, 0, 0, 0, 86, 66, 0, 66, 66, 0, 11872, 6, 82),
(189, 58, 730, 2, 3, 36, 0, 0, 0, 0, 0, 0, 88, 68, 0, 68, 68, 0, 12528, 8, 82),
(190, 42, 480, 7, 5, 0, 0, 126, 0, 0, 0, 0, 50, 0, 100, -100, 0, 0, 7728, 0, 83),
(191, 44, 520, 7, 5, 0, 0, 132, 0, 0, 0, 0, 50, 0, 100, -100, 0, 0, 8272, 0, 83),
(192, 46, 550, 7, 5, 0, 0, 138, 0, 0, 0, 0, 50, 0, 100, -100, 0, 0, 8832, 0, 83),
(193, 48, 590, 7, 5, 0, 0, 144, 0, 0, 0, 0, 50, 0, 100, -100, 0, 0, 9408, 0, 83),
(194, 50, 630, 7, 5, 0, 0, 150, 0, 0, 0, 0, 50, 0, 100, -100, 0, 0, 10000, 0, 83),
(195, 42, 480, 7, 5, 0, 0, 126, 0, 0, 0, 0, 50, 0, -100, 100, 0, 0, 7728, 0, 84),
(196, 44, 520, 7, 5, 0, 0, 132, 0, 0, 0, 0, 50, 0, -100, 100, 0, 0, 8272, 0, 84),
(197, 46, 550, 7, 5, 0, 0, 138, 0, 0, 0, 0, 50, 0, -100, 100, 0, 0, 8832, 0, 84),
(198, 48, 590, 7, 5, 0, 0, 144, 0, 0, 0, 0, 50, 0, -100, 100, 0, 0, 9408, 0, 84),
(199, 50, 630, 7, 5, 0, 0, 150, 0, 0, 0, 0, 50, 0, -100, 100, 0, 0, 10000, 0, 84),
(200, 60, 2000, 10, 4, 14, 23, 180, 0, 0, 0, 0, 70, -10, 70, 70, 70, 0, 79200, 10, 85),
(201, 60, 1800, 10, 4, 14, 23, 180, 0, 0, 0, 0, 70, -10, 70, 70, 70, 0, 69000, 10, 85),
(202, 60, 1700, 10, 4, 14, 23, 180, 0, 0, 0, 0, 70, -10, 70, 70, 70, 0, 59000, 10, 85),
(203, 60, 1500, 10, 4, 14, 23, 180, 0, 0, 0, 0, 70, -10, 70, 70, 70, 0, 49000, 10, 85),
(204, 60, 1400, 10, 4, 14, 23, 180, 0, 0, 0, 0, 70, -10, 70, 70, 70, 0, 39000, 10, 85),
(205, 60, 2000, 10, 5, 10, 10, 0, 0, 0, 0, 0, 70, 70, -10, 70, 70, 0, 79200, 10, 86),
(206, 60, 1800, 10, 5, 10, 10, 0, 0, 0, 0, 0, 70, 70, -10, 70, 70, 0, 69000, 10, 86),
(207, 60, 1700, 10, 5, 10, 10, 0, 0, 0, 0, 0, 70, 70, -10, 70, 70, 0, 59000, 10, 86),
(208, 60, 1500, 10, 5, 10, 10, 0, 0, 0, 0, 0, 70, 70, -10, 70, 70, 0, 49000, 10, 86),
(209, 60, 1400, 10, 5, 10, 10, 0, 0, 0, 0, 0, 70, 70, -10, 70, 70, 0, 39000, 10, 86),
(210, 60, 780, 5, 3, 20, 16, 0, 0, 0, 0, 0, 60, 40, 40, 40, 0, 0, 13200, 10, 87),
(211, 62, 820, 5, 3, 22, 18, 0, 0, 0, 0, 0, 62, 42, 42, 42, 0, 0, 13888, 12, 87),
(212, 64, 860, 5, 3, 24, 20, 0, 0, 0, 0, 0, 64, 44, 44, 44, 0, 0, 14592, 14, 87),
